epoch,batch,global_step,loss
0,1,0,6.412178039550781
0,2,1,6.7450714111328125
0,3,2,6.753683090209961
0,4,3,6.797000408172607
0,5,4,7.227029800415039
0,6,5,7.123228073120117
0,7,6,6.7452521324157715
0,8,7,7.038120746612549
0,9,8,6.770051956176758
0,10,9,6.799261569976807
0,11,10,7.138011455535889
0,12,11,7.103047847747803
0,13,12,7.11679220199585
0,14,13,7.002988815307617
0,15,14,6.898264408111572
0,16,15,6.735965728759766
0,17,16,6.684277057647705
0,18,17,6.906447887420654
0,19,18,6.864339828491211
0,20,19,6.70095682144165
0,21,20,6.725184440612793
0,22,21,6.68812370300293
0,23,22,7.083573341369629
0,24,23,6.824620723724365
0,25,24,6.644116401672363
0,26,25,6.980841159820557
0,27,26,6.679411888122559
0,28,27,6.56303071975708
0,29,28,6.891388416290283
0,30,29,7.1238837242126465
0,31,30,7.030337333679199
0,32,31,6.644579887390137
0,33,32,7.054002285003662
0,34,33,6.730802059173584
0,35,34,6.5630784034729
0,36,35,6.77362060546875
0,37,36,6.505523681640625
0,38,37,6.8993659019470215
0,39,38,6.669681072235107
0,40,39,6.499256610870361
0,41,40,6.7037553787231445
0,42,41,6.5205278396606445
0,43,42,6.830621242523193
0,44,43,6.276950359344482
0,45,44,6.696707725524902
0,46,45,6.5082268714904785
0,47,46,6.3362274169921875
0,48,47,6.289795398712158
0,49,48,6.431771755218506
0,50,49,6.623802661895752
0,51,50,6.346151828765869
0,52,51,6.265839576721191
0,53,52,6.105024337768555
0,54,53,5.9626264572143555
0,55,54,6.1977033615112305
0,56,55,6.1563334465026855
0,57,56,6.171990871429443
0,58,57,6.369754314422607
0,59,58,6.019167900085449
0,60,59,6.003679275512695
0,61,60,6.1628546714782715
0,62,61,5.906167984008789
0,63,62,5.859351634979248
0,64,63,5.873614311218262
0,65,64,5.8911590576171875
0,66,65,5.764774322509766
0,67,66,5.879317283630371
0,68,67,5.964590549468994
0,69,68,5.7573018074035645
0,70,69,5.846157550811768
0,71,70,5.728464126586914
0,72,71,5.551122665405273
0,73,72,5.6379218101501465
0,74,73,5.616518020629883
0,75,74,5.72290563583374
0,76,75,5.727974891662598
0,77,76,5.686615467071533
0,78,77,5.462344646453857
0,79,78,5.43433141708374
0,80,79,5.563324451446533
0,81,80,5.391785621643066
0,82,81,5.471195220947266
0,83,82,5.368853569030762
0,84,83,5.2925801277160645
0,85,84,5.354273319244385
0,86,85,5.395350456237793
0,87,86,5.4053850173950195
0,88,87,5.362898349761963
0,89,88,5.334313869476318
0,90,89,5.460028171539307
0,91,90,5.430210590362549
0,92,91,5.393983840942383
0,93,92,5.225096225738525
0,94,93,5.377871990203857
0,95,94,5.199936389923096
0,96,95,5.330848693847656
0,97,96,5.228133678436279
0,98,97,5.236810207366943
0,99,98,5.236805438995361
0,100,99,5.097719669342041
0,101,100,5.249532699584961
0,102,101,5.067172527313232
0,103,102,5.29653787612915
0,104,103,5.117593288421631
0,105,104,5.117799758911133
0,106,105,5.1233439445495605
0,107,106,5.180868625640869
0,108,107,5.165806293487549
0,109,108,4.988833427429199
0,110,109,5.042584419250488
0,111,110,5.06028938293457
0,112,111,5.10001802444458
0,113,112,5.206012725830078
0,114,113,4.922149181365967
0,115,114,5.053467273712158
0,116,115,4.949193954467773
0,117,116,5.011785507202148
0,118,117,5.002389907836914
0,119,118,4.973129749298096
0,120,119,4.951385974884033
0,121,120,4.90521764755249
0,122,121,4.930027961730957
0,123,122,5.032857418060303
0,124,123,5.140983581542969
0,125,124,4.837579250335693
0,126,125,4.947065830230713
0,127,126,4.926494598388672
0,128,127,4.851929187774658
0,129,128,4.971007823944092
0,130,129,5.010851860046387
0,131,130,4.79824161529541
0,132,131,4.773873329162598
0,133,132,4.954561710357666
0,134,133,4.830795764923096
0,135,134,4.887027263641357
0,136,135,4.9248528480529785
0,137,136,4.78178596496582
0,138,137,5.034565448760986
0,139,138,4.717596054077148
0,140,139,4.655482292175293
0,141,140,4.803425312042236
0,142,141,4.765871047973633
0,143,142,4.648497104644775
0,144,143,4.595027923583984
0,145,144,4.6494951248168945
0,146,145,4.7383246421813965
0,147,146,4.6727375984191895
0,148,147,4.639261722564697
0,149,148,4.613641262054443
0,150,149,4.633257865905762
0,151,150,4.542116165161133
0,152,151,4.662088394165039
0,153,152,4.543091773986816
0,154,153,4.7349324226379395
0,155,154,4.6174635887146
0,156,155,4.545533180236816
0,157,156,4.543474197387695
0,158,157,4.597683429718018
0,159,158,4.48864221572876
0,160,159,4.4869232177734375
0,161,160,4.643165111541748
0,162,161,4.618714809417725
0,163,162,4.549567699432373
0,164,163,4.462132930755615
0,165,164,4.558350086212158
0,166,165,4.584143161773682
0,167,166,4.5582733154296875
0,168,167,4.380128383636475
0,169,168,4.558438301086426
0,170,169,4.450570106506348
0,171,170,4.365631103515625
0,172,171,4.371121406555176
0,173,172,4.356419563293457
0,174,173,4.519982814788818
0,175,174,4.513091564178467
0,176,175,4.515896320343018
0,177,176,4.507779598236084
0,178,177,4.416450500488281
0,179,178,4.267031192779541
0,180,179,4.247259616851807
0,181,180,4.288700580596924
0,182,181,4.368088245391846
0,183,182,4.408975601196289
0,184,183,4.456621170043945
0,185,184,4.485919952392578
0,186,185,4.407588005065918
0,187,186,4.217103958129883
0,188,187,4.199438095092773
0,189,188,4.352315902709961
0,190,189,4.436609745025635
0,191,190,4.280577182769775
0,192,191,4.197491645812988
0,193,192,4.270322799682617
0,194,193,4.251638889312744
0,195,194,4.159875869750977
0,196,195,4.241622447967529
0,197,196,4.078871250152588
0,198,197,4.314507961273193
0,199,198,4.3094682693481445
0,200,199,4.356361389160156
0,201,200,4.404881477355957
0,202,201,4.251949787139893
0,203,202,4.141382694244385
0,204,203,4.343174934387207
0,205,204,4.125695705413818
0,206,205,4.055906295776367
0,207,206,4.275017738342285
0,208,207,4.08358907699585
0,209,208,4.192963123321533
0,210,209,4.164291858673096
0,211,210,4.051572322845459
0,212,211,4.019524574279785
0,213,212,4.028521537780762
0,214,213,4.197939872741699
0,215,214,3.9662389755249023
0,216,215,3.9611129760742188
0,217,216,4.048186779022217
0,218,217,3.9760358333587646
0,219,218,3.931324005126953
0,220,219,3.9590091705322266
0,221,220,3.944375991821289
0,222,221,4.013009548187256
0,223,222,4.017529487609863
0,224,223,4.091945648193359
0,225,224,4.0187859535217285
0,226,225,3.9010496139526367
0,227,226,3.9377293586730957
0,228,227,4.0917558670043945
0,229,228,3.9349000453948975
0,230,229,3.9651248455047607
0,231,230,3.9697208404541016
0,232,231,4.12157678604126
0,233,232,3.8911054134368896
0,234,233,3.955482244491577
0,235,234,3.7627148628234863
0,236,235,4.052260398864746
0,237,236,4.034582614898682
0,238,237,3.723060369491577
0,239,238,3.8038952350616455
0,240,239,3.9157302379608154
0,241,240,3.958545684814453
0,242,241,3.686812400817871
0,243,242,3.8859527111053467
0,244,243,3.952247381210327
0,245,244,3.706385612487793
0,246,245,3.702256202697754
0,247,246,3.633352518081665
0,248,247,3.7752599716186523
0,249,248,3.8278157711029053
0,250,249,3.851114273071289
0,251,250,3.7736988067626953
0,252,251,3.691481351852417
0,253,252,3.6103947162628174
0,254,253,3.7499325275421143
0,255,254,3.4617156982421875
0,256,255,3.766662359237671
0,257,256,3.7949788570404053
0,258,257,3.817655563354492
0,259,258,3.377073049545288
0,260,259,3.6464037895202637
0,261,260,3.7071616649627686
0,262,261,3.700424909591675
0,263,262,3.577307939529419
0,264,263,3.53222393989563
0,265,264,3.3108434677124023
0,266,265,3.558885097503662
0,267,266,3.686023712158203
0,268,267,3.6211423873901367
0,269,268,3.593416690826416
0,270,269,3.6246073246002197
0,271,270,3.256636142730713
0,272,271,3.3466782569885254
0,273,272,3.551860809326172
0,274,273,3.6837315559387207
0,275,274,3.5841422080993652
0,276,275,3.4297263622283936
0,277,276,3.6433777809143066
0,278,277,3.5621373653411865
0,279,278,3.543680429458618
0,280,279,3.2955574989318848
0,281,280,3.4925601482391357
0,282,281,3.279975652694702
0,283,282,3.4142751693725586
0,284,283,3.3690640926361084
0,285,284,3.3730881214141846
0,286,285,3.2863495349884033
0,287,286,3.3985249996185303
0,288,287,3.401514768600464
0,289,288,3.5924012660980225
0,290,289,3.5069713592529297
0,291,290,3.575357437133789
0,292,291,3.3847196102142334
0,293,292,3.3613600730895996
0,294,293,3.209775447845459
0,295,294,3.598029375076294
0,296,295,3.3843603134155273
0,297,296,3.1721389293670654
0,298,297,3.260150194168091
0,299,298,3.3535468578338623
0,300,299,3.305239200592041
0,301,300,3.214749574661255
0,302,301,3.3595314025878906
0,303,302,3.5420851707458496
0,304,303,3.3060410022735596
0,305,304,3.4930734634399414
0,306,305,3.334843397140503
0,307,306,3.252811908721924
0,308,307,3.4755852222442627
0,309,308,3.4642348289489746
0,310,309,3.3585920333862305
0,311,310,3.145946979522705
0,312,311,3.1782844066619873
0,313,312,3.1525349617004395
0,314,313,3.30818772315979
0,315,314,3.035924196243286
0,316,315,2.973665475845337
0,317,316,3.1718666553497314
0,318,317,2.813656806945801
0,319,318,3.161691427230835
0,320,319,3.2994775772094727
0,321,320,3.3118155002593994
0,322,321,3.32625412940979
0,323,322,2.941326856613159
0,324,323,2.948493719100952
0,325,324,3.039548397064209
0,326,325,3.2033708095550537
0,327,326,3.0488440990448
0,328,327,3.5259976387023926
0,329,328,3.1923892498016357
0,330,329,2.940687656402588
0,331,330,3.257549285888672
0,332,331,3.1362216472625732
0,333,332,3.083162307739258
0,334,333,2.9021592140197754
0,335,334,3.128734588623047
0,336,335,3.145345449447632
0,337,336,3.191115140914917
0,338,337,2.9922738075256348
